102301	89071	94124	70140	71291	46637	71825	51544	66987	45026	33368	34911	49547	47380	39040	41688	63276	43401	38514	30754	25635	31921	25320	17365	26809	34649	26827	30887	15006	28413	20144	15728	14464	12686	13262	11847	11053	12259	5931	8924	5668	7249	6550	5021	7043	7735	2049	2806	4177	4794	2510	3251	3711	0	2181	893	630	508	742	328	0	836	225	0
86023	92638	108275	68732	77272	41819	69161	54577	74285	39142	29544	36794	48156	36415	39645	31986	66068	45652	44298	32161	25754	26194	21640	15464	30586	38456	23259	34483	14050	26102	23879	18077	16977	15970	14347	11205	11066	12323	5054	8254	5933	7381	6661	5753	7376	9994	2852	1734	5047	4351	2133	3666	3365	0	2335	926	668	798	277	589	0	1139	101	0
87689	84992	104874	46266	82133	29530	70717	66021	72328	43081	26738	35356	58357	44594	44215	25671	60020	45010	44520	34355	20350	24907	20648	14831	32859	40164	29483	42992	16652	29490	26046	16400	16599	15917	14858	10141	12537	11873	5777	8991	7104	7410	7816	7342	6127	6626	2009	945	5155	4053	2233	5339	2661	0	1338	577	754	828	303	730	0	1429	101	0
105380	72435	93149	59591	68710	42720	67336	59037	69922	53984	41708	25125	52500	40909	47970	35137	57554	44780	44459	27318	21075	32904	21133	19931	30356	39923	24538	38299	18708	29003	25548	15502	14826	15188	12286	11463	10537	11798	6114	6675	9845	7870	6743	5743	7976	9194	2734	2017	3739	2703	2048	4214	2335	0	2013	1243	598	318	679	497	0	655	167	0
109349	77826	84523	91854	52646	69462	69049	50711	57897	50413	42803	24812	44275	33564	50558	57103	65170	47253	37148	20743	25472	42440	24490	25542	24275	25145	21958	31105	19248	25475	21158	16493	11061	12300	8918	14069	9620	9018	5504	5762	8192	6778	7907	5060	7755	9333	2305	3555	2155	2484	1615	3441	3753	0	3360	1648	435	571	1040	162	0	964	137	0
113835	92003	77740	118018	52585	81501	67476	43435	61077	42291	44576	33251	55123	26358	39756	55684	70105	44567	32724	19576	28351	32459	30485	20642	22499	24929	19350	29452	12654	20580	21535	13487	11851	11976	9069	10705	7594	8348	5797	6270	9755	7344	8146	4647	5019	9992	1961	3916	1972	3013	1328	2729	2059	0	3470	1272	429	725	670	238	0	352	111	0
91353	85171	88454	147617	49369	104834	58495	43021	61676	34853	38859	38021	45796	28603	32891	50520	58376	53640	36905	24763	27012	22187	20042	13189	20423	25874	28987	30870	16795	22870	16502	23635	14662	11283	10143	12369	9520	7669	5812	7616	4981	7982	6051	6216	6995	6740	2715	3819	2804	3423	2702	2549	3100	0	5094	767	321	373	545	349	0	573	86	0
81597	77691	90831	139497	58592	133350	42124	36276	58895	32951	29754	35930	48226	29680	39190	44190	44544	29639	31972	24701	29431	19483	24892	11757	17732	24136	63522	35736	28672	32843	15110	34302	10034	14292	9251	7518	6712	6467	5757	6719	6758	6347	7077	5197	4955	6903	6693	3503	2751	2226	6085	3013	6250	0	4512	650	292	317	399	297	0	538	103	0
94719	77712	78513	107150	61610	76039	65539	42999	73296	41369	32020	33894	48400	33329	40106	42948	64314	34531	40932	25259	23658	30051	23845	14332	20896	25127	41642	41583	25666	26910	16866	28302	12987	13926	10524	11231	8951	7758	6296	7523	5930	7247	9601	4396	13803	7434	4489	2912	2289	3258	2388	2031	4301	0	3062	869	292	635	337	167	0	581	87	0
131388	83872	64535	83119	56334	65439	64969	41887	65859	41215	41441	32434	56348	36863	38718	46986	64756	35808	44674	20434	31973	34927	24291	17967	22619	26155	40372	31085	18200	22970	18874	33088	14876	14310	9225	14811	6143	7582	5897	5905	7032	6045	7178	6930	8019	6992	4248	3350	2264	3506	2715	2570	2517	0	3768	714	408	565	995	191	0	445	61	0
102877	61073	40252	115598	39728	89971	116867	33448	48691	31210	57943	25760	52707	22737	49046	69304	98849	42767	28835	13180	28195	60063	22234	28937	13832	17417	28600	29571	26508	15841	14947	23341	9302	11435	5483	13763	4428	4636	5783	4442	5680	11360	4545	4327	8468	10782	3378	5075	1112	4055	3018	1990	3443	0	4977	2117	332	1687	2150	78	0	553	134	0
114886	116246	101354	52660	69140	22002	36358	65680	93450	55612	20901	42610	60484	36982	29458	13753	74454	44021	47866	30468	31894	11904	26667	9754	29116	50936	29262	35009	12887	28379	25650	18885	15596	15307	16404	7807	8867	13080	4218	12189	7401	4986	6690	4871	4822	3869	2111	1241	3558	2830	3320	3497	3179	0	1708	464	691	339	346	369	0	317	57	0
96163	92561	91921	74342	74775	44372	62570	59556	65276	47502	31005	31805	55780	37875	44618	37091	75428	37636	46643	28134	23916	27006	25709	16601	30101	32268	33718	33282	18675	25175	19521	22072	14041	12873	13851	10429	8272	8534	6196	8016	6211	7267	5110	5660	7137	5929	2657	3115	2825	2925	2377	2757	4117	0	2412	835	422	402	496	259	0	575	65	0
100587	85484	89808	75592	74172	54325	60384	53572	68116	49090	34133	35605	52719	33626	38168	37037	73474	40642	38539	25554	26488	31564	23337	18556	27661	39690	28692	37097	18566	25611	22140	18976	14363	12457	12993	10963	6954	8716	6914	8742	6826	6990	6139	4943	9515	5884	2521	5298	2718	2922	2196	3017	3554	0	1940	1227	338	428	571	251	0	409	68	0
96991	87880	91491	78360	74305	51086	66588	53043	59870	46901	37038	31311	52715	35250	43804	38617	70812	41350	38776	25947	24347	31800	27195	21629	28765	35463	28092	32641	16893	23763	22092	22549	13446	12821	11538	13952	8633	7899	6378	7172	6791	8445	6326	6420	7860	6449	2456	3165	2541	4078	2289	2626	2795	0	2185	930	377	537	536	280	0	2495	78	0
